iter	MultiClass
146	0.2347892066
147	0.2326830704
148	0.2308617022
149	0.2306976216
150	0.2303456066
151	0.2294734832
152	0.2285211016
153	0.2275936655
154	0.226814591
155	0.2253520656
156	0.2249669271
157	0.223437452
158	0.2232503764
159	0.2223356667
160	0.2206784219
161	0.219893731
162	0.2187498414
163	0.2166126782
164	0.215301591
165	0.2142501185
166	0.2122164289
167	0.2118319198
168	0.2108583578
169	0.2099255108
170	0.2097155023
171	0.2083434665
172	0.2077820874
173	0.2070278072
174	0.206234257
175	0.2055539963
176	0.2038783639
177	0.202834919
178	0.2013931607
179	0.2002074532
180	0.1992539374
181	0.1983930128
182	0.1980225686
183	0.1973979337
184	0.1958699002
185	0.1944864497
186	0.1935123145
187	0.1922203159
188	0.1907542086
189	0.1894366213
190	0.1893161327
191	0.1888005101
192	0.1875580007
193	0.1872781148
194	0.1865449848
195	0.185954326
196	0.1852285793
197	0.1839829433
198	0.1826697682
199	0.1818729999
200	0.1817506213
201	0.1809241352
202	0.1808011704
203	0.1804026485
204	0.179863735
205	0.1794659427
206	0.179055592
207	0.1784825177
208	0.1777265236
209	0.1776209951
210	0.1770588044
211	0.176806789
212	0.1756617616
213	0.1748519431
214	0.1747608943
215	0.1737839641
216	0.1732169253
217	0.1720351965
218	0.1717373274
219	0.1703206961
220	0.1690611728
221	0.1686469802
222	0.1682547251
223	0.1678874868
224	0.1673618527
225	0.1672619826
226	0.166975951
227	0.1656250536
228	0.1648540967
229	0.1640653152
230	0.1635755053
231	0.1625468549
232	0.1624502317
233	0.1617766551
234	0.1612528863
235	0.16000201
236	0.1596971872
237	0.1587237901
238	0.1583556879
239	0.1578852772
240	0.1570896765
241	0.1564757726
242	0.1564074827
243	0.1557786729
244	0.1547848772
245	0.1543729829
246	0.1542692024
247	0.153940618
248	0.1534170152
249	0.1526601049
250	0.1518322447
251	0.1512309505
252	0.1509414743
253	0.1508654435
254	0.1497502435
255	0.1496776831
256	0.1495814607
257	0.1492192598
258	0.1480544633
259	0.1474013939
260	0.146686503
261	0.1460382277
262	0.1456573023
263	0.1453265889
264	0.144841331
265	0.1447076782
266	0.1443894588
267	0.1440048625
268	0.1438129464
269	0.1435646296
270	0.1431403343
271	0.1428007246
272	0.142405497
273	0.1414852624
274	0.1410416518
275	0.1401502691
276	0.1398306963
277	0.1387571919
278	0.1384702975
279	0.138133649
280	0.1379356813
281	0.1375800251
282	0.1370671578
283	0.1364202775
284	0.1361385524
285	0.1360768751
286	0.1355203041
287	0.1352572243
288	0.1348323426
289	0.1345693822
290	0.1342416994
291	0.1333286868
292	0.1329112563
293	0.1325801281
294	0.1318541099
295	0.1314713407
296	0.1311641254
297	0.1309118816
298	0.1305294132
299	0.1299077748
300	0.1291434307
301	0.1285036199
302	0.1281118413
303	0.1276189129
304	0.1270905052
305	0.1268200935
306	0.1264931167
307	0.1263147919
308	0.1259018728
309	0.1251899543
310	0.1248246353
311	0.1245112264
312	0.1243648714
313	0.123815136
314	0.1237544604
315	0.1230684227
316	0.1228457011
317	0.1225603353
318	0.1221021605
319	0.121854424
320	0.1211037839
321	0.1207456086
322	0.1204239535
323	0.1202423725
324	0.1201907697
325	0.1199560338
326	0.1189797279
327	0.118389274
328	0.1180395965
329	0.1175471854
330	0.1173377941
331	0.1168250781
332	0.1163933895
333	0.1163050442
334	0.1162431429
335	0.116130954
336	0.116026839
337	0.1159379474
338	0.1156264352
339	0.1152908997
340	0.1147982106
341	0.1144911848
342	0.1139699285
343	0.1137489588
344	0.1133393543
345	0.112883079
346	0.1126912582
347	0.1123734801
348	0.1123265244
349	0.1121436353
350	0.1116397443
351	0.1111114772
352	0.1108423209
353	0.1107863881
354	0.1104840261
355	0.1099991975
356	0.1097184072
357	0.1093014828
358	0.1089123953
359	0.1084078287
360	0.10827623
361	0.1081177594
362	0.1078423246
363	0.1076598327
364	0.1075538286
365	0.1074843625
366	0.1070302128
367	0.1068105754
368	0.1062236397
369	0.10586739
370	0.1057198562
371	0.105506944
372	0.1053153082
373	0.1050258849
374	0.1047513543
375	0.1046976863
376	0.1043717097
377	0.1043388653
378	0.1039189213
379	0.1035828296
380	0.1033069434
381	0.1029658664
382	0.1025528104
383	0.1022235374
384	0.1018538904
385	0.1015962941
386	0.1011245351
387	0.1008446467
388	0.1007960535
389	0.1004520581
390	0.1002277006
391	0.09996028892
392	0.09965652126
393	0.09923221108
394	0.09882771459
395	0.09879091393
396	0.09839346557
397	0.09825870379
398	0.09807217557
399	0.09789479689
400	0.09755899097
401	0.09752278957
402	0.09731326284
403	0.09706834319
404	0.09677839341
405	0.09667460152
406	0.09626533506
407	0.0960647611
408	0.09576561624
409	0.09545051317
410	0.09540674565
411	0.09527554603
412	0.09516399942
413	0.09491986954
414	0.09482348558
415	0.09451031259
416	0.09427546938
417	0.09397740074
418	0.09369618686
419	0.09326263588
420	0.09286220488
421	0.09267151053
422	0.0924258729
423	0.09205744976
424	0.09202796426
425	0.09165277287
426	0.09126489602
427	0.09115467459
428	0.09084485617
429	0.09063631842
430	0.09042510141
431	0.09017536411
432	0.08969473835
433	0.08947659243
434	0.08929745674
435	0.08925891391
436	0.08903440694
437	0.08900852139
438	0.08885351516
439	0.08860168162
440	0.08846156006
441	0.08807971357
442	0.08800057826
443	0.08794914533
444	0.0877488307
445	0.08755026364
446	0.087218261
447	0.08685110799
448	0.08668290118
449	0.08658702894
450	0.08629124462
451	0.08606650138
452	0.08604648242
453	0.08595444171
454	0.08586105943
455	0.08552408688
456	0.08542136524
457	0.08502591913
458	0.08466742373
459	0.08453653573
460	0.08433527726
461	0.08416582479
462	0.08414478275
463	0.08409345792
464	0.08389552803
465	0.08349228029
466	0.08333657623
467	0.08304903
468	0.08279474163
469	0.08258460213
470	0.08241217755
471	0.0822460364
472	0.08207208001
473	0.08196375337
474	0.08153043905
475	0.08142363292
476	0.08123748104
477	0.08098556751
478	0.08082308705
479	0.08078849943
480	0.08054949953
481	0.08044471486
482	0.08021984805
483	0.08019120686
484	0.07985184446
485	0.0797171216
486	0.07938137514
487	0.07927604791
488	0.07904188037
489	0.07890483457
490	0.078816358
491	0.07841235319
492	0.07823910655
493	0.07797770811
494	0.07767692365
495	0.07754127293
496	0.07745233373
497	0.0773394568
498	0.07715424534
499	0.07705780104
500	0.07679050777
501	0.07654928148
502	0.07651331709
503	0.07636298446
504	0.07633856049
505	0.07609232039
506	0.07598442684
507	0.07576621791
508	0.07560550236
509	0.07549175773
510	0.07537803559
511	0.07528911277
512	0.07509517262
513	0.07479272027
514	0.07467380323
515	0.07458340969
516	0.07446377533
517	0.07435679149
518	0.07415130201
519	0.07386429059
520	0.07382791718
521	0.07368285062
522	0.07355562092
523	0.07352595255
524	0.07337821938
525	0.07326764655
526	0.07298335449
527	0.07287170005
528	0.07264969444
529	0.07252404452
530	0.07238849205
531	0.07212438619
532	0.07197030482
533	0.07177375567
534	0.07168276391
535	0.07152268015
536	0.0713512191
537	0.07120599752
538	0.07112705583
539	0.07107328251
540	0.07083132065
541	0.0707508064
542	0.07060979759
543	0.07045047836
544	0.07036013253
545	0.07029819546
546	0.07015034213
547	0.06986792488
548	0.06963688171
549	0.06959811822
550	0.06940183081
551	0.06914679959
552	0.06909411132
553	0.0689828631
554	0.06880483499
555	0.06865878782
556	0.06858237732
557	0.06844367946
558	0.06834557138
559	0.06816343362
560	0.06810050247
561	0.06804793825
562	0.0679143753
563	0.06770453964
564	0.06753991502
565	0.0675059588
566	0.06738146762
567	0.06724427973
568	0.06711284768
569	0.06700978094
570	0.06693982962
571	0.06685367202
572	0.06669143414
573	0.06660115624
574	0.06658244798
575	0.06643386777
576	0.06633890693
577	0.0661002665
578	0.06603734895
579	0.06594284694
580	0.06583238657
581	0.06568192444
582	0.06563846985
583	0.06557041375
584	0.06555150508
585	0.06546737979
586	0.06536304725
587	0.06530670075
588	0.06518630313
589	0.06510702162
590	0.06502622505
591	0.06489368024
592	0.06478323505
593	0.06466146619
594	0.0646503889
595	0.06453572204
596	0.06444996926
597	0.06425902548
598	0.06416412339
599	0.06400555316
600	0.06389133577
601	0.06366208769
602	0.06355701766
603	0.06342239044
604	0.06331011232
605	0.06317244975
606	0.06307987616
607	0.06286307705
608	0.06268479964
609	0.06259392827
610	0.06247908677
611	0.0623922091
612	0.06218810441
613	0.06193209971
614	0.06181280232
615	0.06166444217
616	0.06153404787
617	0.06142932164
618	0.06140240078
619	0.06128503431
620	0.06107908076
621	0.06098594253
622	0.06077521315
623	0.06069102054
624	0.06063868671
625	0.06057453882
626	0.06046943055
627	0.06033420611
628	0.06021622087
629	0.05999793293
630	0.05992122367
631	0.05983019988
632	0.05971232276
633	0.05958680027
634	0.05936631176
635	0.05915909323
636	0.05911162433
637	0.05905473321
638	0.05891414068
639	0.05871868654
640	0.05863796768
641	0.05849491302
642	0.05832145277
643	0.05813915708
644	0.05804972836
645	0.05794427707
646	0.05793237786
647	0.05782665963
648	0.05770401255
649	0.05756877021
650	0.05755566232
651	0.05736695522
652	0.05735538125
653	0.0571376557
654	0.05706070169
655	0.05697827167
656	0.05675246663
657	0.05667878867
658	0.05651159467
659	0.05643146345
660	0.05633515067
661	0.05622752179
662	0.05618595314
663	0.05610886604
664	0.05602139216
665	0.05596001552
666	0.05580516574
667	0.05571345557
668	0.05564781806
669	0.05558231934
670	0.05543910021
671	0.05540829869
672	0.05529108181
673	0.05513799307
674	0.05503374911
675	0.05494765475
676	0.05492237634
677	0.05484550078
678	0.05481540346
679	0.05471253829
680	0.0545562619
681	0.05438738977
682	0.05430160111
683	0.05414701648
684	0.0540511501
685	0.05396840786
686	0.05393619947
687	0.05380589884
688	0.05371119585
689	0.05365370836
690	0.05354190704
691	0.05346008772
692	0.05332384832
693	0.05326303323
694	0.0531742204
695	0.05302708451
696	0.05291750754
697	0.05290151306
698	0.05279031219
699	0.05267324114
700	0.05248670248
701	0.05245516169
702	0.05237779247
703	0.05230618044
704	0.05222822681
705	0.05211886966
706	0.05210100845
707	0.05207416843
708	0.05201666771
709	0.05188271695
710	0.05175503076
711	0.05160435845
712	0.05147433549
713	0.05146059414
714	0.05137675582
715	0.05106930375
716	0.05091155349
717	0.05082323175
718	0.05078425382
719	0.05069795207
720	0.05068219592
721	0.05054974356
722	0.05051489949
723	0.05034177335
724	0.05024263975
725	0.05010785604
726	0.05000670992
727	0.04996455805
728	0.04991074569
729	0.04986686359
730	0.04976050432
731	0.04970505926
732	0.04965793229
733	0.0495971578
734	0.04948949708
735	0.0493720988
736	0.04926457379
737	0.04916942595
738	0.04912378456
739	0.0490471984
740	0.04893691998
741	0.04886821774
742	0.04879134025
743	0.04875541022
744	0.04869251352
745	0.04860620063
746	0.04857562578
747	0.04854076114
748	0.04850954876
749	0.04849829042
750	0.04839861863
751	0.04832780779
752	0.04817842587
753	0.04811147669
754	0.04803779295
755	0.04798515251
756	0.04790480526
757	0.0477999294
758	0.0476082279
759	0.04745852899
760	0.04741898616
761	0.0473117325
762	0.04729729889
763	0.04717639201
764	0.04716908161
765	0.04711919513
766	0.04703682859
767	0.04696822078
768	0.04687660614
769	0.04680593167
770	0.04670886228
771	0.04663339133
772	0.04653123292
773	0.0464930175
774	0.04643137689
775	0.04638968385
776	0.04629266824
777	0.04621214328
778	0.04615588282
779	0.04607330368
780	0.04593011476
781	0.04588013396
782	0.0457864292
783	0.04570294406
784	0.04561045293
785	0.04558060282
786	0.04553982731
787	0.04547618419
788	0.0452800305
789	0.04525912659
790	0.04524815209
791	0.04515320262
792	0.04507005106
793	0.04495937524
794	0.04482908572
795	0.04473474894
796	0.04465043483
797	0.04455911415
798	0.0444884077
799	0.04442304593
800	0.04435760705
801	0.04431247328
802	0.04426094257
803	0.04422438033
804	0.04416525844
805	0.04415412969
806	0.04408806847
807	0.04397081937
808	0.04380537022
809	0.04376404167
810	0.04371978096
811	0.04367684495
812	0.04357769978
813	0.04354752053
814	0.04345394995
815	0.04330500907
816	0.0432130136
817	0.043113705
818	0.04302719859
819	0.04296629355
820	0.04294100459
821	0.04290448363
822	0.04281523458
823	0.0427214084
824	0.04270791784
825	0.04268126945
826	0.04266242966
827	0.04262831731
828	0.04253433832
829	0.04238482353
830	0.04235560462
831	0.04234228121
832	0.04231244547
833	0.04230474425
834	0.04226278655
835	0.04216446546
836	0.04211990137
837	0.04205537191
838	0.04197613627
839	0.04192913532
840	0.04180009269
841	0.04175634981
842	0.04171671038
843	0.04159833894
844	0.04156283887
845	0.04147191049
846	0.04143504296
847	0.04136259021
848	0.0412778357
849	0.04114288894
850	0.04109532621
851	0.04105059753
852	0.04095694498
853	0.04094173767
854	0.04090357541
855	0.04076919271
856	0.04074684122
857	0.04066418908
858	0.04062695096
859	0.04050905956
860	0.04044137036
861	0.04027282682
862	0.04021730774
863	0.04014168028
864	0.04008733009
865	0.04002146842
866	0.03996038889
867	0.03993903012
868	0.03984865836
869	0.03976354385
870	0.03970487429
871	0.0396664852
872	0.03961844374
873	0.03951082702
874	0.03945137004
875	0.03940955706
876	0.03933833832
877	0.03927566694
878	0.03919532151
879	0.03911087309
880	0.03906551298
881	0.03906019494
882	0.0390036228
883	0.03888820907
884	0.03877172496
885	0.03862072301
886	0.038560945
887	0.03851016143
888	0.03842558261
889	0.03838985703
890	0.03833512219
891	0.03826257673
892	0.03823926976
893	0.03816304511
894	0.0381414544
895	0.03811378505
896	0.03804794115
897	0.0379965117
898	0.03795126701
899	0.03786696657
900	0.03783553118
901	0.03780557029
902	0.03775542334
903	0.03764951775
904	0.03751395836
905	0.0374592261
906	0.03736589059
907	0.0373065545
908	0.03722867942
909	0.0372101946
910	0.03715361199
911	0.0371009352
912	0.03702545581
913	0.03695026138
914	0.03694123008
915	0.03685517283
916	0.03680941748
917	0.03676689338
918	0.03673167938
919	0.03665313866
920	0.0365986817
921	0.03655650347
922	0.03651427248
923	0.03646383307
924	0.03645118965
925	0.03643049267
926	0.03639612057
927	0.03633720169
928	0.036317721
929	0.03624556968
930	0.03623501177
931	0.03617337428
932	0.03613534478
933	0.036096412
934	0.03607056154
935	0.03602480221
936	0.03601619571
937	0.03601112853
938	0.0359498536
939	0.0358901851
940	0.03588061953
941	0.03584900996
942	0.03575546508
943	0.03564505296
944	0.03559572752
945	0.03555331977
946	0.03549405745
947	0.03543883873
948	0.03539589582
949	0.03531306284
950	0.03525613157
951	0.03523307774
952	0.03522429333
953	0.03517273864
954	0.03514208735
955	0.03508921132
956	0.03506491697
957	0.03500737802
958	0.03493485317
959	0.03488210597
960	0.03483493833
961	0.03476879013
962	0.03471502656
963	0.03464813181
964	0.03458559233
965	0.03455461375
966	0.03451974445
967	0.034418334
968	0.03436612575
969	0.03431091229
970	0.0342390082
971	0.03420909933
972	0.03415753607
973	0.0340985692
974	0.03406379824
975	0.03399264579
976	0.03388283218
977	0.03383665398
978	0.03378650391
979	0.03372287681
980	0.03370772915
981	0.03368337135
982	0.03366093699
983	0.03360605801
984	0.03359666167
985	0.03357987533
986	0.03354443828
987	0.03348731849
988	0.03342004364
989	0.03339549072
990	0.03337016844
991	0.03331417876
992	0.03328039264
993	0.03327017411
994	0.03322802534
995	0.0331813851
996	0.03314441703
997	0.0330783827
998	0.03305143873
999	0.0330345231
